rxcui,drug_name,eii_score,eii_rank,eii_percentile,eii_tier,ehi_v6_score,ai_readiness_score,claims_readiness_score,clinical_semantics_score,knowledge_graph_score,explainability_score,eii_framework_version,eii_weighting_method
1311261,maltose,39.4115,12052,60.005974,Operationally Relevant,68.4699,19.75,66.0,1.75,24.08,23.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311262,Sus scrofa tendon preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311263,Sus scrofa thymus preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311264,Sus scrofa tonsil preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311265,Lytta vesicatoria preparation,25.1277,15400,48.61443,Foundational,50.8556,7.5,40.0,0.0,8.71,15.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311266,Sus scrofa vagus nerve preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311268,Sus scrofa colon preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311269,Sus scrofa renal pelvis preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311271,Guaiacum sanctum resin,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311272,Sus scrofa blood preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311273,scandium,29.9609,13912,53.833134,Foundational,55.438,7.25,49.0,2.25,26.42,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311274,Sus scrofa bone preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311275,Staphylococcus aureus,24.0207,15656,47.577326,Foundational,49.499,6.0,38.0,0.0,8.71,14.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311276,Sus scrofa bone marrow preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311278,mercuric sulfide,33.146,13076,56.453272,Foundational,62.1384,12.25,56.0,1.75,15.42,18.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311279,palladium,29.507,14069,53.034979,Foundational,57.0082,7.75,50.0,1.75,15.42,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311280,platinum,33.146,13076,56.453272,Foundational,62.1384,12.25,56.0,1.75,15.42,18.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311281,Streptococcus pyogenes,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311282,"zinc sulfate, heptahydrate",87.7622,3687,87.765498,Enterprise High,80.7073,91.0,88.0,85.0,94.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311283,mercurous iodide preparation,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311285,ersofermin,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311286,"monobasic sodium phosphate, dihydrate",73.2624,9089,69.839373,Operationally Relevant,75.0814,66.0,81.0,78.0,60.88,76.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311287,calcitonin,76.5201,8528,71.701181,Operationally Relevant,75.777,73.5,81.0,80.5,67.62,81.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311288,Mephitis mephitis anal gland fluid preparation,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311289,Lactuca virosa extract,29.5443,14007,53.463096,Foundational,56.2443,13.5,48.0,0.0,8.71,19.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311291,Danio rerio egg preparation,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311292,chromium gluconate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311293,ferrosoferric phosphate,26.3919,15220,49.31966,Foundational,52.7364,9.0,42.0,0.0,8.71,16.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311294,potassium carbonate 1 1/2 hydrate,29.5269,14041,53.360215,Foundational,55.438,7.25,49.0,2.25,22.08,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311295,benzene,30.8972,13609,54.647883,Foundational,59.3091,9.25,52.0,1.75,15.42,16.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311296,ferrous iodide,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311297,gold trichloride,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311298,sodium carbonate monohydrate,32.4631,13215,56.060003,Foundational,60.7519,10.75,54.0,1.75,19.75,17.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311299,interleukin-10,37.6535,12334,59.016992,Foundational,67.8301,18.25,64.0,1.75,15.42,22.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311301,porcine heart preparation,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311302,Ononis campestris extract,25.1277,15400,48.61443,Foundational,50.8556,7.5,40.0,0.0,8.71,15.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311304,calcium hexafluorosilicate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311305,Taraxacum officinale whole extract,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311307,Peptostreptococcus anaerobius,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311308,strontium carbonate preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311309,salsolinol,30.373,13903,53.858025,Foundational,57.0082,7.75,50.0,1.75,24.08,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311310,Primula veris extract,24.0207,15656,47.577326,Foundational,49.499,6.0,38.0,0.0,8.71,14.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311311,sodium dihydrogen phosphate dihydrate,57.6315,10615,64.77499,Operationally Relevant,53.8117,51.0,46.0,78.0,60.88,66.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311312,sodium hypophosphite monohydrate,29.94,13916,53.68711,Foundational,57.0082,7.75,50.0,1.75,19.75,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311313,sodium hypophosphite,29.94,13916,53.68711,Foundational,57.0082,7.75,50.0,1.75,19.75,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311314,ferric picrate preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311315,Sus scrofa capillary tissue preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311316,Sus scrofa cerebellum preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311317,Sus scrofa cerebral cortex preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311318,Lonicera xylosteum fruit extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311319,pork collagen preparation,30.5251,13871,53.927718,Foundational,57.1804,15.0,50.0,0.0,8.71,20.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311320,Sus scrofa conjunctiva preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311321,Sus scrofa corpus luteum preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311322,Sus scrofa bronchus preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311323,"sodium phosphate, dibasic, dihydrate",64.4563,9967,66.923868,Operationally Relevant,69.0911,56.0,70.0,70.5,51.54,63.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311324,Sus scrofa diencephalon preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311325,Sus scrofa duodenum preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311326,"sodium phosphate, dibasic, dodecahydrate",58.7848,10490,65.189831,Operationally Relevant,61.8526,48.5,60.0,70.5,51.54,58.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311327,Sus scrofa embryo preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311328,Sus scrofa esophagus preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311329,Sus scrofa jejunum preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311330,Sus scrofa lung preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311332,Sus scrofa mammary gland preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311334,Sus scrofa nasal mucosa preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311336,Sus scrofa ovary preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311337,Sus scrofa pancreas preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311338,Sus scrofa placenta preparation,27.6293,15090,49.812492,Foundational,54.5277,10.5,44.0,0.0,8.71,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311340,Sus scrofa prostate preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311341,Sus scrofa pylorus preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311342,"sodium phosphate, dibasic, monohydrate",56.4056,10736,64.373424,Operationally Relevant,58.5885,45.5,56.0,70.5,51.54,56.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311343,Sus scrofa rectum preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311344,Sus scrofa spleen preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311345,"sodium phosphate, tribasic, dodecahydrate",61.3619,10261,65.949821,Operationally Relevant,69.0263,54.5,69.0,63.0,44.54,55.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311346,Sus scrofa superior gastric plexus preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311347,Sus scrofa temporal lobe preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311348,Sus scrofa parathyroid gland preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311349,Sus scrofa testicle preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311350,Sus scrofa thalamus preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311354,Sus scrofa tooth preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311355,Sus scrofa umbilical cord preparation,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311356,Sus scrofa ureter preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311357,"sodium phosphate, tribasic, monohydrate",45.8777,11763,60.963428,Operationally Relevant,45.9123,41.0,36.0,63.0,44.54,46.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311358,Sus scrofa urethra preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311359,Sus scrofa urinary bladder preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311360,Sus scrofa uterus preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311361,Sus scrofa eye preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311362,sodium potassium tartrate tetrahydrate,28.2737,14404,51.793774,Foundational,53.7872,6.25,48.0,1.75,19.75,14.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311363,potassium sodium tartrate,32.4631,13215,56.060003,Foundational,60.7519,10.75,54.0,1.75,19.75,17.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311365,Sus scrofa intervertebral disc preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311366,Sus scrofa achilles tendon preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311367,Sus scrofa knee joint preparation,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311368,Plantago major extract,25.1277,15400,48.61443,Foundational,50.8556,7.5,40.0,0.0,8.71,15.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311369,sodium succinate hexahydrate,21.5874,16582,44.887495,Foundational,44.6113,3.0,34.0,0.0,13.04,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311370,sodium succinate,25.5607,15345,49.042546,Foundational,50.8556,7.5,40.0,0.0,13.04,15.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311371,stannous fluoride dihydrate,72.1457,9212,69.43117,Operationally Relevant,57.9023,80.0,60.0,76.5,94.0,89.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311372,trehalose dihydrate,33.579,13009,56.775189,Foundational,62.1384,12.25,56.0,1.75,19.75,18.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311373,trehalose,35.5,12670,57.928448,Foundational,63.8751,15.25,60.0,1.75,19.75,20.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311374,Gardenia jasminoides fruit extract,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311375,kerosene,30.8972,13609,54.647883,Foundational,59.3091,9.25,52.0,1.75,15.42,16.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311376,Chamaemelum nobile extract,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311377,potassium silicate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311378,xylene,33.146,13076,56.453272,Foundational,62.1384,12.25,56.0,1.75,15.42,18.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311379,sulfur iodide,24.0207,15656,47.577326,Foundational,49.499,6.0,38.0,0.0,8.71,14.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311380,interleukin-11,41.4969,11932,60.404221,Operationally Relevant,67.088,26.25,64.0,5.25,28.83,28.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
1311381,toluene,33.146,13076,56.453272,Foundational,62.1384,12.25,56.0,1.75,15.42,18.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
